Parameter,Standard Error,Z-Value
-5.2749589848693565,0.030995344060088633,-170.1855276922605
2.8743831628206298,0.04279769222461737,67.16210649244482
-0.3138667820925646,0.022175887559878822,-14.15351612173667
-0.1914611937147685,0.022524802977635486,-8.500016355520057
0.26611173168587965,0.02239587702394498,11.8821750718385
0.09417099783291452,0.02256509906465234,4.173303097987769
-0.5329015854197539,0.02326855481243438,-22.902221032437257
0.6750541388261824,0.022315897249852067,30.24992144694775
-0.017371857802980346,0.022383045882829224,-0.7761167936624244
-0.26598024951490146,0.02345484237658477,-11.340099636756992
0.9981532989697744,0.0044938531065457825,222.11524838581312
0.7461386626125988,0.007629427311641575,97.7974665901964
0.5790548525370839,0.003591183524608807,161.2434587564447
0.4346402203837316,0.006023063365027778,72.16265113653293
0.5933670983626125,0.007063821463564198,84.000862907316
0.5124138998849629,0.007398008779249521,69.26375936755024
0.7721127709389912,0.0026244609389728846,294.1986140746934
0.6821862403271428,0.006953327307864385,98.10932379892046
0.4009254876691921,0.005987466660407005,66.96078832812053
0.8555133390385622,0.00278561700439924,307.118077498621
0.6079064502734018,0.007804679427107848,77.88999611719754
0.5489162286287103,0.007343890497968891,74.74460965622033
0.6303872508680018,0.007714179313254938,81.71799296716307
0.8144473887630923,0.005367143827916656,151.74689087458893
0.7512111776606738,0.0034581438834418374,217.22958991313135
0.4719517709084451,0.009153579887926514,51.55925623492346
0.4814905277180896,0.0026371650370909357,182.57883786038025
0.44867601965070053,0.00514285524379722,87.24259159186856
0.8192327064658196,0.006845467448107838,119.67520299760749
0.6995955784369268,0.006451871126404309,108.43297467208062
0.6701534944289278,0.004903145942854347,136.67826783854625
0.6877969469195111,0.006285099416011812,109.43294630587566
0.6241081301165369,0.013165370770068697,47.405283224946366
0.8239474603156981,0.007920161077126474,104.0316544439063
0.6730551657784177,0.006282348871181864,107.1343186408875
0.8161533105808032,0.004784470010032517,170.58384917648513
0.029002316776307935,,
0.0380553767654537,0.0011349503813617443,33.53043215844716
0.018548459300649127,0.008399114184386106,2.208382800073201
0.03856067278262255,0.009203363423268858,4.189845712832509
0.022299294455488564,0.005474288777966907,4.073459651094674
0.02132078986734201,0.001851913936778379,11.51284055048045
0.04682691699561264,0.0017078163448094982,27.41917603607198
0.02134685972336372,0.0075827751360732255,2.8151777337839254
0.02533010149638735,,
0.021150640870954175,0.0010587973557081292,19.976099068370374
0.02929985331924078,,
0.019962171771395663,0.0065333922437503964,3.055406904505197
0.03492764804956741,,
0.02479734419168333,,
0.027821996084577347,,
0.01547912616541605,,
0.028504544915544033,0.009506287431932024,2.9984939041287615
0.2799472608853506,,
0.019269265370266943,0.0023025568856942275,8.368638138752088
0.014495646082665292,0.004418947428972533,3.280339111442141
0.045554905085596675,,
0.01567808719592837,,
0.04700272093479623,,
0.02469379642102862,0.0020847592955983035,11.844914889295056
0.0411801658311899,,
0.01737586912828641,,
0.026483425228270928,,
0.012470622007873248,0.001592374128915985,7.831464843229194
0.02029496309504995,,
0.15430906857718987,0.0011707673488012436,131.80165020419125
0.028583728563512243,0.008776905763456567,3.256697671578423
0.0321068780619847,0.0055137933944124345,5.823010723347225
0.024224978732281632,0.0019776141245878578,12.249598357480487
0.04524765125430783,0.001592310729298514,28.41634514027391
0.022272903228065088,0.007380199519138414,3.0179269774898025
0.025335038529487566,,
0.023253463269214004,0.0006061436097264903,38.362960354736146
0.030503310829093428,,
0.03538943803946623,0.006759827175020523,5.235257814022263
0.021165177987931143,0.008951263323682642,2.364490600107111
0.07197268955943008,,
0.0397001592588933,0.008586432491736686,4.623591846450722
0.060081869964681366,0.002155479788452276,27.874012220649323
0.04465583617283024,,
0.022945783956980225,0.0067074622066128865,3.4209337675220857
0.02134378645860441,,
0.013148260214384571,0.009725679699255018,1.3519117039595414
0.019070807774293666,0.009855726726349852,1.9349976215662275
0.0282228191354354,,
0.015245538271201025,,
0.1730948401100611,0.008909664011093816,19.42776292063686
0.018762753315832385,,
0.2083288471237954,0.0010379135413018416,200.71888344619842
0.14039512734872867,,
0.025507465562450957,0.011942947775952433,2.135776362834909
0.016569663647563414,0.0026929770064005668,6.152916867905392
0.020185810612692843,,
0.048344625910393575,0.001051656381023836,45.96998295520049
0.07965098743572718,,
0.023858690037925102,0.0002467008341614514,96.71102296440137
0.01313566714574603,0.008263231650388564,1.5896525356551452
0.015208593320656882,0.007390451388259472,2.0578706930969566
0.012693570488351501,0.002091015955209783,6.0705278009598
0.012750537535347025,0.0009613203290042248,13.26356798108551
0.01965824157343164,0.004724490361247043,4.160923204475072
0.013077683925321184,0.005576262002686616,2.3452420132017506
0.014435275832292907,0.007574253406761044,1.9058348139510985
0.009549886836624378,0.007167631999727318,1.3323628831652754
0.0117706166676105,0.010208541760315914,1.1530164585667761
0.013728148865567622,0.01012811070174499,1.3554501199520237
0.22054913248176494,,
0.017724212362752376,0.005656670129896523,3.1333296720055697
0.020152074265112927,,
0.11365379971063254,0.0010777570382270074,105.45400835201384
0.02650203361677123,0.0027360622630800044,9.686195367110434
0.015085768707937168,,
0.019554314410958302,,
0.04570496258399223,0.006128681814721859,7.457551879133814
0.09783222439197382,,
0.0256281494253979,,
0.01417535902239406,0.01734932035988821,0.8170555807573663
0.013386405246443205,0.0064921812250393705,2.0619272294516127
0.02125408280453705,0.002797441395929506,7.597686527218546
0.02303126188527438,,
0.06101870057457623,,
0.020768105918760466,0.005043028688518114,4.1181811965585196
0.017907082920200414,0.012863658907425078,1.392067610706329
0.014104729137218957,0.0092226217805751,1.5293622001204326
0.019171824120201516,0.005761207735846674,3.327743938291439
0.027346917254018777,,
0.020161830394954956,0.006648905828438453,3.0323531292501578
0.03999054942636345,0.005988691292956834,6.6776775542588815
0.024547121594275176,0.006129647560852745,4.004654647853886
0.025521797177279284,,
0.02047236989786333,,
0.03297387590224352,,
0.10395600395415959,,
0.07930274422578389,,
0.018961389679429813,0.009852665373519053,1.9244934198610075
0.02328620322196174,0.005796796588180192,4.01708130822511
0.022304223305145702,0.0068542802425267235,3.2540576859932413
0.0243669765579748,0.008791002047860666,2.77180876825124
0.06555565071744053,,
0.030153697868709504,0.009100408946767283,3.313444268833757
0.036333039078674315,0.0020062536407912607,18.10989315605412
0.026946658887143485,,
0.03689191997775056,,
0.042499971161769436,0.00739306347890607,5.748627924409224
0.024190153441308652,0.00718942871594551,3.364683676139254
0.038701803147344234,0.009419032692059815,4.108893600079508
0.029312047333871556,0.005708154730476666,5.135117865213128
0.03441560672885056,0.0009603728452422944,35.83567246756938
0.17599155683835627,,
0.028599987799740934,0.0048039607702107245,5.95341826625416
0.3060701603960933,0.01864386286878631,16.41667086645001
0.04526844776774576,,
0.0450631427631401,,
0.04741567131330414,0.0017045831626850189,27.816578475770054
0.05062653263476132,0.0007242504406044668,69.90197008718131
0.22633894311950528,,
0.034853214788671344,,
0.017870465809540607,,
0.04501212980126315,,
0.030308107178354447,0.006904746217617392,4.38945997769239
0.023034148406729113,0.011631622102249585,1.9803040542620665
0.015585330415161846,0.010136557104978825,1.5375368829626301
0.020966965524026798,0.009888662978867445,2.1203033786098513
0.03564028924938724,0.005592086475547372,6.373343725143065
0.0318498788559216,,
0.044401655176363214,,
0.029949769415146793,,
0.03311274433415801,0.00937690354385164,3.531309048803192
0.020343166379189502,0.01043452175771308,1.9496021812549353
0.030254898535291282,0.01046524403850134,2.8909883442740902
0.037916000690633514,0.005373369639170104,7.05627999500319
0.03745658327353443,0.007810616426688923,4.795598865352684
0.02019699355168418,0.00731499685773521,2.7610392655639986
0.024066976532871893,0.011147905454365347,2.1588787805378846
0.013995398528525724,0.010532425535052051,1.3287915952454497
0.022998739680203807,0.010726803946288293,2.1440440037278643
0.026589441725028685,0.00577693975825362,4.602686342200447
0.029362677345257836,,
0.02102252045582897,0.004902464974040611,4.2881531162684094
0.01966730382276319,,
0.017582915089297775,0.009069968189178906,1.9385861915453462
0.015585938878782332,0.005734127540877526,2.7181011876127763
0.08331772883524168,0.00270020252764252,30.856103563455413
0.017080268095261437,,
0.03982309744410937,,
0.30343091074673534,,
0.1993355453732582,0.008894550414469614,22.410974819927947
0.16892097562389458,,
0.020629308606303434,,
0.01553256973341105,,
0.014855712140213754,0.006749281887643217,2.2010804093709626
0.01959807669179153,0.0017711752148385608,11.065012951628196
0.013782276445425753,0.002364545288996678,5.8287217037292764
0.018010842558143468,0.005912413513477005,3.0462758596111037
0.05867974857581476,,
0.030381262277682362,,
0.02876037298679094,0.0008061918032960407,35.6743554935771
0.04797494276608376,0.007711868811250752,6.220923091442336
0.29059291675329385,0.0004985513193033002,582.8746319624275
0.01620816889486737,0.0052450706440019665,3.0901717050088395
0.027110913918582953,,
0.016906642244021716,0.006767216580395751,2.498315525026835
0.022396843196160796,0.0016743611444878684,13.376351493758085
0.022864520504599754,0.010461648530844005,2.1855561709216715
0.020957926188813633,0.006777611468240094,3.0922289197341177
0.014588224368795833,0.0019395091003962825,7.5216065579765266
0.016715589157105814,0.007609585305224314,2.196649158480401
0.15037234856121873,,
0.01357916567922086,0.00902467191451361,1.5046713950213133
0.02664507058350899,,
0.03120654446255518,,
0.03426618761282502,0.0012688895283637365,27.004862792911606
0.02099226913813427,0.008549718923265077,2.455316873752555
0.15237619963285057,0.002653308760759312,57.428747790831636
0.09498923314356178,0.0006350995295911862,149.56590064663783
0.022338191545984123,0.001998717130266444,11.176264618798896
0.0408497034972052,0.008968897490023367,4.554595873421982
0.014720644262621676,0.008814008665817575,1.6701417959470783
0.02910886110145937,,
0.037726674678810974,0.0067193813278230855,5.6146053986540885
0.037562297659657115,0.0017536409017557691,21.41960627289728
0.026278279296128616,0.009364320621561386,2.806213110177237
0.03170292155917265,0.005871504048241601,5.399454943519462
0.033745349474688255,0.008939015115748655,3.775063475979147
0.04658013327714427,0.002463315732329287,18.909526158507727
0.10615570696571036,,
0.023655863836926704,0.0012416553628890265,19.051875861821536
0.21062459941591538,0.0076476363317717734,27.541136931535906
0.02472985963711754,,
0.028814085642202468,,
0.06247232105312853,,
0.03013657948823974,0.008864613524846124,3.3996495621350697
0.054084963313221435,0.0023499825552955812,23.01504885274292
0.12836403887834097,0.0037451847036560383,34.27442143321593
0.03152578139885247,,
0.01618809403478081,,
0.017878372486713767,,
0.02836570147525852,0.003952276811498675,7.177053336125627
0.14967931316169172,,
0.06990407748537542,0.0010886719325233175,64.21041582596159
0.033506334162153865,,
0.06444912150904292,,
0.0625581214583798,0.0009630353904483257,64.95931725754842
0.0295346214538195,0.009402904298970192,3.1410105340595815
0.03426766229495668,0.006229994674388234,5.5004320366167345
0.04064044731237165,0.0069713976087514,5.829598251770134
0.020949805353626325,,
0.050931275680170265,0.01816224838750627,2.8042384727656113
0.024113861300188763,0.0036687785891209935,6.572721878527488
0.028242805410203246,,
0.03245906956391883,,
0.025941985791721602,0.006548066160856787,3.961778203586019
0.2763442698866409,0.0011239988828644837,245.85813571485434
0.022109432308843845,0.009108331874296329,2.4273854547654947
0.042916009078499275,,
0.05352150450555889,0.0019692440976517215,27.17870505204614
0.03832836490335916,,
0.036062595497622085,0.005643542427301927,6.390063681130673
0.03334089684044853,0.009896548128132829,3.3689420198615174
0.04059966041087548,0.0019268785952333306,21.07017043591123
0.034145448058020895,0.008295789190773424,4.115997558857626
0.033979834843093776,0.010540631333688528,3.2237001529967246
0.03258330739533918,0.0007755855443868383,42.01123606693683
0.03992956945762625,,
0.033086012576831365,0.008889339286051606,3.7219878229585768
0.06149873517045127,,
0.03724552620770578,0.009060608229948985,4.110709266138912
0.0502169086250395,0.0020292329691933824,24.746743911321655
