Parameter,Standard Error,Z-Value
0.014027120592445715,0.009557621076313626,1.4676372373883622
0.02869485841728578,,
0.03007175248395409,0.007275202168146813,4.133459358094259
0.032348068758636994,0.00847061691550787,3.818856298342883
0.02245141007576958,0.009384651646617732,2.392354124711828
0.022688553670984157,0.00946381545126932,2.397400265021133
0.026840048033376786,0.006136362832475427,4.3739343265902395
0.020967865494686853,0.009287411868024866,2.257665083948306
0.026712747381186237,0.0077979756800229455,3.425600242588553
0.025760323690369017,0.007945350393717096,3.242188501936853
0.02467668299637907,0.0022174017101477574,11.12864795018794
0.021507708886509453,0.00158043811192289,13.60870047631376
0.035119379201383485,,
0.025134374232429455,0.007137045910281402,3.521677532748062
0.022144606634377433,0.008958868130326146,2.4718085267286174
0.03797206495474028,0.004749587004506406,7.994814058298627
0.025710540336022766,0.009260496000865773,2.7763675221736572
0.031353988451287416,0.0021724217825701054,14.432735255579036
0.026104226979659362,,
0.04167419787331896,,
0.04071823615124663,,
0.03819243992246601,0.00045145298157528587,84.59893163004153
0.11799613174108316,,
0.016585559186155566,0.001696082386130571,9.7787461987585
0.06020167624193752,0.0006065713385512815,99.24912770478336
0.03067411382490071,0.006959422249649486,4.407566134738501
0.034924523514032114,0.0014231002433703576,24.541154902285484
0.030540648520023816,,
0.018943729061229944,,
0.017224058900507527,,
0.050324488981458006,,
0.02632955855710933,0.005329572203731805,4.940276170510118
0.0858113025578748,,
0.043350081957778105,,
0.015057795056035082,,
0.022008866081533802,,
0.1752546249065269,0.00564734683355278,31.033090417836647
0.18442871990051063,0.008520656395323829,21.644895808933907
0.2194142589266767,0.01809905521004223,12.122967546114511
0.10789457703649218,0.0032639862083085392,33.05607626706402
0.09996640783054801,0.007214932113054315,13.855488348902702
0.0520161407340289,,
0.1137548507148413,0.008200928231725187,13.870972590002934
0.2186140061321118,,
0.028769611874091293,,
0.020396925793388972,,
0.024904409636420505,0.00530442265843332,4.695027383767362
0.029450315161461554,0.00715451041161483,4.116328507070323
0.038595712502921764,0.00144093488154088,26.785188558728624
894.2356364120443,,
